Name,Description,Managers,Members
T2390,Team Description from T2390,2390,9549399885
T2391,Team Description from T2391,2391,9211076814
T2392,Team Description from T2392,2392,9282820173
T2393,Team Description from T2393,2393,9838566291
T2394,Team Description from T2394,2394,9675283165
T2395,Team Description from T2395,2395,9313117680
T2396,Team Description from T2396,2396,9434886309
T2397,Team Description from T2397,2397,9624924783
T2398,Team Description from T2398,2398,9668715153
T2399,Team Description from T2399,2399,9865300795
T2400,Team Description from T2400,2400,9111870534
T2401,Team Description from T2401,2401,9447433350
T2402,Team Description from T2402,2402,9139966824
T2403,Team Description from T2403,2403,9383720483
T2404,Team Description from T2404,2404,9067366452
T2405,Team Description from T2405,2405,9120445568
T2406,Team Description from T2406,2406,9233706740
T2407,Team Description from T2407,2407,9733404477
T2408,Team Description from T2408,2408,9269515769
T2409,Team Description from T2409,2409,9016773655
T2410,Team Description from T2410,2410,9057676476
T2411,Team Description from T2411,2411,9233589439
T2412,Team Description from T2412,2412,9362746342
T2413,Team Description from T2413,2413,9938445266
T2414,Team Description from T2414,2414,9750578048
T2415,Team Description from T2415,2415,9939878010
T2416,Team Description from T2416,2416,9123777345
T2417,Team Description from T2417,2417,9087980796
T2418,Team Description from T2418,2418,9440287541
T2419,Team Description from T2419,2419,9213594057
T2420,Team Description from T2420,2420,9234910917
T2421,Team Description from T2421,2421,9263521991
T2422,Team Description from T2422,2422,9822129323
T2423,Team Description from T2423,2423,9284507363
T2424,Team Description from T2424,2424,9105337290
T2425,Team Description from T2425,2425,9668090628
T2426,Team Description from T2426,2426,9720969402
T2427,Team Description from T2427,2427,9532264945
T2428,Team Description from T2428,2428,9951320957
T2429,Team Description from T2429,2429,9381641815
T2430,Team Description from T2430,2430,9459612064
T2431,Team Description from T2431,2431,9691975404
T2432,Team Description from T2432,2432,9784443627
T2433,Team Description from T2433,2433,9650553318
T2434,Team Description from T2434,2434,9673888624
T2435,Team Description from T2435,2435,9621295308
T2436,Team Description from T2436,2436,9870913263
T2437,Team Description from T2437,2437,9103344057
T2438,Team Description from T2438,2438,9098870055
T2439,Team Description from T2439,2439,9859380443
T2440,Team Description from T2440,2440,9930241229
T2441,Team Description from T2441,2441,9460215433
T2442,Team Description from T2442,2442,9256332583
T2443,Team Description from T2443,2443,9341566769
T2444,Team Description from T2444,2444,9196708865
T2445,Team Description from T2445,2445,9706970129
T2446,Team Description from T2446,2446,9824174890
T2447,Team Description from T2447,2447,9619304775
T2448,Team Description from T2448,2448,9097245231
T2449,Team Description from T2449,2449,9192107674
T2450,Team Description from T2450,2450,9818824817
T2451,Team Description from T2451,2451,9135828598
T2452,Team Description from T2452,2452,9615308749
T2453,Team Description from T2453,2453,9502683132
T2454,Team Description from T2454,2454,9135607523
T2455,Team Description from T2455,2455,9779377221
T2456,Team Description from T2456,2456,9676061581
T2457,Team Description from T2457,2457,9707203790
T2458,Team Description from T2458,2458,9998894131
T2459,Team Description from T2459,2459,9252898008
T2460,Team Description from T2460,2460,9617560451
T2461,Team Description from T2461,2461,9859530247
T2462,Team Description from T2462,2462,9645596958
T2463,Team Description from T2463,2463,9413504125
T2464,Team Description from T2464,2464,9700383149
T2465,Team Description from T2465,2465,9431916161
T2466,Team Description from T2466,2466,9068527089
T2467,Team Description from T2467,2467,9682972563
T2468,Team Description from T2468,2468,9716393184
T2469,Team Description from T2469,2469,9965926260
T2470,Team Description from T2470,2470,9866592212
T2471,Team Description from T2471,2471,9926340382
T2472,Team Description from T2472,2472,9548332326
T2473,Team Description from T2473,2473,9097493162
T2474,Team Description from T2474,2474,9965347164
T2475,Team Description from T2475,2475,9543553329
T2476,Team Description from T2476,2476,9477976409
T2477,Team Description from T2477,2477,9881911088
T2478,Team Description from T2478,2478,9262582381
T2479,Team Description from T2479,2479,9830456164
T2480,Team Description from T2480,2480,9301493968
T2481,Team Description from T2481,2481,9205509196
T2482,Team Description from T2482,2482,9690143495
T2483,Team Description from T2483,2483,9944873457
T2484,Team Description from T2484,2484,9219398513
T2485,Team Description from T2485,2485,9459394091
T2486,Team Description from T2486,2486,9852696795
T2487,Team Description from T2487,2487,9841007550
T2488,Team Description from T2488,2488,9490799976
T2489,Team Description from T2489,2489,9155285801
T2490,Team Description from T2490,2490,9836303828
T2491,Team Description from T2491,2491,9131960002
T2492,Team Description from T2492,2492,9799171565
T2493,Team Description from T2493,2493,9050580117
T2494,Team Description from T2494,2494,9635856017
T2495,Team Description from T2495,2495,9876879748
T2496,Team Description from T2496,2496,9911823269
T2497,Team Description from T2497,2497,9525848473
T2498,Team Description from T2498,2498,9315561093
T2499,Team Description from T2499,2499,9738508344
T2500,Team Description from T2500,2500,9156441925
T2501,Team Description from T2501,2501,9027743184
T2502,Team Description from T2502,2502,9731389095
T2503,Team Description from T2503,2503,9533044672
T2504,Team Description from T2504,2504,9844102441
T2505,Team Description from T2505,2505,9345758364
T2506,Team Description from T2506,2506,9206597133
T2507,Team Description from T2507,2507,9994415370
T2508,Team Description from T2508,2508,9662395569
T2509,Team Description from T2509,2509,9481284322
T2510,Team Description from T2510,2510,9041449859
T2511,Team Description from T2511,2511,9945048337
T2512,Team Description from T2512,2512,9412756026
T2513,Team Description from T2513,2513,9168199424
T2514,Team Description from T2514,2514,9220044021
T2515,Team Description from T2515,2515,9603146537
T2516,Team Description from T2516,2516,9331376933
T2517,Team Description from T2517,2517,9703039244
T2518,Team Description from T2518,2518,9075133057
T2519,Team Description from T2519,2519,9604538721
T2520,Team Description from T2520,2520,9915627653
T2521,Team Description from T2521,2521,9623684844
T2522,Team Description from T2522,2522,9423204085
T2523,Team Description from T2523,2523,9401569938
T2524,Team Description from T2524,2524,9316002544
T2525,Team Description from T2525,2525,9235460080
T2526,Team Description from T2526,2526,9080396240
T2527,Team Description from T2527,2527,9343168475
T2528,Team Description from T2528,2528,9780817470
T2529,Team Description from T2529,2529,9114421933
T2530,Team Description from T2530,2530,9342842275
T2531,Team Description from T2531,2531,9606562941
T2532,Team Description from T2532,2532,9894296911
T2533,Team Description from T2533,2533,9475029725
T2534,Team Description from T2534,2534,9109947858
T2535,Team Description from T2535,2535,9543621656
T2536,Team Description from T2536,2536,9798402139
T2537,Team Description from T2537,2537,9746747247
T2538,Team Description from T2538,2538,9320881907
T2539,Team Description from T2539,2539,9225866593
T2540,Team Description from T2540,2540,9548344471
T2541,Team Description from T2541,2541,9328895921
T2542,Team Description from T2542,2542,9988747774
T2543,Team Description from T2543,2543,9103205384
T2544,Team Description from T2544,2544,9314298583
T2545,Team Description from T2545,2545,9077572591
T2546,Team Description from T2546,2546,9515753578
T2547,Team Description from T2547,2547,9580821764
T2548,Team Description from T2548,2548,9418588726
T2549,Team Description from T2549,2549,9536758007
T2550,Team Description from T2550,2550,9501491682
T2551,Team Description from T2551,2551,9145197075
T2552,Team Description from T2552,2552,9211434046
T2553,Team Description from T2553,2553,9275865167
T2554,Team Description from T2554,2554,9139386431
T2555,Team Description from T2555,2555,9496213165
T2556,Team Description from T2556,2556,9702481597
T2557,Team Description from T2557,2557,9998146527
T2558,Team Description from T2558,2558,9943868550
T2559,Team Description from T2559,2559,9518439580
T2560,Team Description from T2560,2560,9665653687
T2561,Team Description from T2561,2561,9826068399
T2562,Team Description from T2562,2562,9729418090
T2563,Team Description from T2563,2563,9269407499
T2564,Team Description from T2564,2564,9136856746
T2565,Team Description from T2565,2565,9016001280
T2566,Team Description from T2566,2566,9545055342
T2567,Team Description from T2567,2567,9101592647
T2568,Team Description from T2568,2568,9695026391
T2569,Team Description from T2569,2569,9235730511
T2570,Team Description from T2570,2570,9381970781
T2571,Team Description from T2571,2571,9942292483
T2572,Team Description from T2572,2572,9323105665
T2573,Team Description from T2573,2573,9860354972
T2574,Team Description from T2574,2574,9477469946
T2575,Team Description from T2575,2575,9520939360
T2576,Team Description from T2576,2576,9353571314
T2577,Team Description from T2577,2577,9162691953
T2578,Team Description from T2578,2578,9468971903
T2579,Team Description from T2579,2579,9623523615
T2580,Team Description from T2580,2580,9253875647
T2581,Team Description from T2581,2581,9110651652
T2582,Team Description from T2582,2582,9737224668
T2583,Team Description from T2583,2583,9995918154
T2584,Team Description from T2584,2584,9487414015
T2585,Team Description from T2585,2585,9575092183
T2586,Team Description from T2586,2586,9380430580
T2587,Team Description from T2587,2587,9283802219
T2588,Team Description from T2588,2588,9137512162
T2589,Team Description from T2589,2589,9278703302
T2590,Team Description from T2590,2590,9043821891
T2591,Team Description from T2591,2591,9815029054
T2592,Team Description from T2592,2592,9115960187
T2593,Team Description from T2593,2593,9172634554
T2594,Team Description from T2594,2594,9583934238
T2595,Team Description from T2595,2595,9470319192
T2596,Team Description from T2596,2596,9180676916
T2597,Team Description from T2597,2597,9751453496
T2598,Team Description from T2598,2598,9566902363
T2599,Team Description from T2599,2599,9716546415
T2600,Team Description from T2600,2600,9434991345
T2601,Team Description from T2601,2601,9098732562
T2602,Team Description from T2602,2602,9324363550
T2603,Team Description from T2603,2603,9210366789
T2604,Team Description from T2604,2604,9391251683
T2605,Team Description from T2605,2605,9647074194
T2606,Team Description from T2606,2606,9945380563
T2607,Team Description from T2607,2607,9653818717
T2608,Team Description from T2608,2608,9692179313
T2609,Team Description from T2609,2609,9601418698
T2610,Team Description from T2610,2610,9314278735
T2611,Team Description from T2611,2611,9877516977
T2612,Team Description from T2612,2612,9599975739
T2613,Team Description from T2613,2613,9175601602
T2614,Team Description from T2614,2614,9250573708
T2615,Team Description from T2615,2615,9653567558
T2616,Team Description from T2616,2616,9210076634
T2617,Team Description from T2617,2617,9452183066
T2618,Team Description from T2618,2618,9254410983
T2619,Team Description from T2619,2619,9019805359
T2620,Team Description from T2620,2620,9504594018
T2621,Team Description from T2621,2621,9456652017
T2622,Team Description from T2622,2622,9763445535
T2623,Team Description from T2623,2623,9781437885
